"(4863, '7084')",0.06519929319620132
"(4863, '8763')",0.06304481625556946
"(4863, '37394')",0.06850021332502365
"(4863, '7984')",0.06946640461683273
"(4863, '30999')",0.06304439902305603
"(4863, '18475')",0.060054853558540344
"(4863, '41174')",0.0625062882900238
"(4863, '16304')",0.06130068749189377
"(4863, '42599')",0.067345030605793
"(4863, '15969')",0.06308387964963913
"(4863, '18304')",0.06358274072408676
"(4863, '2129')",0.05859460309147835
"(4863, '38835')",0.06197511777281761
"(4863, '7486')",0.06599733978509903
"(4863, '30209')",0.057128991931676865
"(4863, '6357')",0.06610503792762756
"(4863, '39843')",0.0651463195681572
"(4863, '27077')",0.06476624310016632
"(4863, '12894')",0.06609579920768738
"(4863, '36168')",0.06208960339426994
"(4863, '26359')",0.06664463877677917
"(4863, '31252')",0.0652153342962265
"(4863, '5371')",0.06596028059720993
"(4863, '19515')",0.06415332108736038
"(4863, '38405')",0.06629644334316254
"(4863, '26266')",0.05498421937227249
"(4863, '40150')",0.05861910060048103
"(4863, '32920')",0.06028212606906891
"(4863, '2139')",0.05707750469446182
"(4863, '5418')",0.05901084840297699
"(4863, '17644')",0.056163910776376724
"(4863, '1837')",0.06442137807607651
"(4863, '42842')",0.052799008786678314
"(4863, '5244')",0.05793747678399086
"(4863, '41632')",0.0595109798014164
"(4863, '33377')",0.05919830501079559
"(4863, '16269')",0.0691533088684082
"(4863, '30032')",0.06771717965602875
"(4863, '26159')",0.059810563921928406
"(4863, '35047')",0.05129937827587128
"(4863, '11888')",0.06584414094686508
"(4863, '28875')",0.05939134955406189
"(4863, '11745')",0.0723576471209526
"(4863, '13857')",0.062423236668109894
"(4863, '37369')",0.06592870503664017
"(4863, '7803')",0.05965670570731163
"(4863, '33993')",0.059725794941186905
"(4863, '6238')",0.06335872411727905
"(4863, '31865')",0.06383245438337326
"(4863, '11011')",0.0632278323173523
"(4863, '32582')",0.06389123946428299
"(4863, '22301')",0.06529046595096588
"(4863, '1318')",0.0648893415927887
"(4863, '3909')",0.062441952526569366
"(4863, '31273')",0.06590235978364944
"(4863, '16038')",0.061355333775281906
"(4863, '8973')",0.05638962984085083
"(4863, '16783')",0.0651809498667717
"(4863, '22679')",0.060061853379011154
"(4863, '21690')",0.06613285839557648
"(4863, '20196')",0.06114588677883148
"(4863, '1634')",0.06506921350955963
"(4863, '512')",0.0627414658665657
"(4863, '21270')",0.05511568859219551
"(4863, '40471')",0.06275337934494019
"(4863, '25249')",0.07023608684539795
"(4863, '32688')",0.06410890817642212
"(4863, '34361')",0.05869939178228378
"(4863, '14942')",0.06448148936033249
"(4863, '35788')",0.06556110084056854
"(4863, '42772')",0.0600842647254467
"(4863, '1320')",0.06317020207643509
"(4863, '7348')",0.07724320143461227
"(4863, '13049')",0.07959140092134476
"(4863, '16027')",0.06573579460382462
"(4863, '29334')",0.06365498155355453
"(4863, '21929')",0.056272659450769424
"(4863, '16461')",0.07294321060180664
"(4863, '31246')",0.06357798725366592
"(4863, '2643')",0.0626235157251358
"(4863, '33266')",0.06339789181947708
"(4863, '12491')",0.08093976229429245
"(4863, '18659')",0.06321637332439423
"(4863, '38040')",0.05846216529607773
"(4863, '963')",0.061680350452661514
"(4863, '22119')",0.06384413689374924
"(4863, '38113')",0.05865621939301491
"(4863, '38406')",0.06560688465833664
"(4863, '16846')",0.05884461849927902
"(4863, '10859')",0.061598945409059525
"(4863, '25445')",0.0638919547200203
"(4863, '29470')",0.06547395139932632
"(4863, '18815')",0.062449753284454346
"(4863, '9192')",0.06412635743618011
"(4863, '37592')",0.061133451759815216
"(4863, '25628')",0.06651891767978668
"(4863, '34869')",0.06681223958730698
"(4863, '17630')",0.0619085431098938
"(4863, '28935')",0.061738234013319016
"(4863, '5349')",0.06945228576660156
"(4847, '31996')",0.05048751458525658
"(4847, '25242')",0.0511104092001915
"(4847, '30981')",0.052146781235933304
"(4847, '36086')",0.048686809837818146
"(4847, '23790')",0.05073704570531845
"(4847, '6616')",0.05146235600113869
"(4847, '35234')",0.05144665762782097
"(4847, '9193')",0.05526913329958916
"(4847, '8331')",0.05328334495425224
"(4847, '33315')",0.05054778233170509
"(4847, '17958')",0.04997498169541359
"(4847, '10300')",0.055276673287153244
"(4847, '10376')",0.04961997643113136
"(4847, '7323')",0.05144135653972626
"(4847, '27012')",0.05281231924891472
"(4847, '6564')",0.05028625205159187
"(4847, '32066')",0.05087411031126976
"(4847, '2422')",0.05256877467036247
"(4847, '43484')",0.05372435972094536
"(4847, '26497')",0.050419311970472336
"(4847, '2949')",0.05247216299176216
"(4847, '22602')",0.051480624824762344
"(4847, '5783')",0.051581382751464844
"(4847, '34168')",0.05214141681790352
"(4847, '39750')",0.04935477674007416
"(4847, '24112')",0.05227170139551163
"(4847, '19909')",0.0487409383058548
"(4847, '12548')",0.0522194467484951
"(4847, '5669')",0.052711281925439835
"(4847, '30028')",0.0514286532998085
"(4847, '11569')",0.05140030384063721
"(4847, '27587')",0.05100560188293457
"(4847, '41927')",0.05110736936330795
"(4847, '15842')",0.05665772780776024
"(4847, '39946')",0.050310168415308
"(4847, '24338')",0.05127289146184921
"(4847, '37349')",0.052213165909051895
"(4847, '37554')",0.048759639263153076
"(4847, '15262')",0.0520516000688076
"(4847, '20818')",0.050080541521310806
"(4847, '16161')",0.05500464513897896
"(4847, '20435')",0.05228882655501366
"(4847, '7552')",0.051712747663259506
"(4847, '5383')",0.05001416057348251
"(4847, '9943')",0.05121754854917526
"(4847, '12683')",0.050804827362298965
"(4847, '28678')",0.04950232431292534
"(4847, '24660')",0.05229422077536583
"(4847, '41337')",0.04999198764562607
"(4847, '29994')",0.05044254660606384
"(4847, '8682')",0.05641106888651848
"(4847, '4057')",0.05042625963687897
